,threshold,metric,value,vacc_cov
520,0.06299605249474363,n_moves,1839.0,
521,0.06299605249474363,ss_assort,0.7181778242195089,
522,0.06299605249474363,modul,0.4718651399997842,
523,0.06299605249474363,esti_uppb_epi,500.0,0.5
524,0.06299605249474363,esti_uppb_epi,392.055,0.6
525,0.06299605249474363,esti_uppb_epi,278.4533333333333,0.7
526,0.06299605249474363,esti_uppb_epi,74.84,0.8
527,0.06299605249474363,esti_uppb_epi,2.56,0.9
528,0.06299605249474363,n_moves,1812.0,
529,0.06299605249474363,ss_assort,0.7397404637495434,
530,0.06299605249474363,modul,0.48571243999986247,
531,0.06299605249474363,esti_uppb_epi,496.012,0.5
532,0.06299605249474363,esti_uppb_epi,400.0,0.6
533,0.06299605249474363,esti_uppb_epi,270.84,0.7
534,0.06299605249474363,esti_uppb_epi,60.68,0.8
535,0.06299605249474363,esti_uppb_epi,2.58,0.9
536,0.06299605249474363,n_moves,1823.0,
537,0.06299605249474363,ss_assort,0.7601518363404411,
538,0.06299605249474363,modul,0.4804573999998349,
539,0.06299605249474363,esti_uppb_epi,498.004,0.5
540,0.06299605249474363,esti_uppb_epi,396.015,0.6
541,0.06299605249474363,esti_uppb_epi,282.3,0.7
542,0.06299605249474363,esti_uppb_epi,98.85,0.8
543,0.06299605249474363,esti_uppb_epi,4.04,0.9
544,0.06299605249474363,n_moves,1755.0,
545,0.06299605249474363,ss_assort,0.7176811941419554,
546,0.06299605249474363,modul,0.4997886399998496,
547,0.06299605249474363,esti_uppb_epi,498.004,0.5
548,0.06299605249474363,esti_uppb_epi,388.11,0.6
549,0.06299605249474363,esti_uppb_epi,254.05333333333334,0.7
550,0.06299605249474363,esti_uppb_epi,120.77,0.8
551,0.06299605249474363,esti_uppb_epi,8.72,0.9
552,0.06299605249474363,n_moves,1819.0,
553,0.06299605249474363,ss_assort,0.7203328106626308,
554,0.06299605249474363,modul,0.4970228999998457,
555,0.06299605249474363,esti_uppb_epi,500.0,0.5
556,0.06299605249474363,esti_uppb_epi,388.105,0.6
557,0.06299605249474363,esti_uppb_epi,267.0933333333333,0.7
558,0.06299605249474363,esti_uppb_epi,68.75,0.8
559,0.06299605249474363,esti_uppb_epi,3.98,0.9
560,0.12566053148961803,n_moves,2521.0,
561,0.12566053148961803,ss_assort,0.7400372401393325,
562,0.12566053148961803,modul,0.37562941999987565,
563,0.12566053148961803,esti_uppb_epi,496.012,0.5
564,0.12566053148961803,esti_uppb_epi,396.015,0.6
565,0.12566053148961803,esti_uppb_epi,263.3,0.7
566,0.12566053148961803,esti_uppb_epi,128.33,0.8
567,0.12566053148961803,esti_uppb_epi,5.44,0.9
568,0.12566053148961803,n_moves,2462.0,
569,0.12566053148961803,ss_assort,0.7245525005578007,
570,0.12566053148961803,modul,0.39909915999987733,
571,0.12566053148961803,esti_uppb_epi,498.004,0.5
572,0.12566053148961803,esti_uppb_epi,386.155,0.6
573,0.12566053148961803,esti_uppb_epi,270.8066666666667,0.7
574,0.12566053148961803,esti_uppb_epi,111.39,0.8
575,0.12566053148961803,esti_uppb_epi,4.48,0.9
576,0.12566053148961803,n_moves,2592.0,
577,0.12566053148961803,ss_assort,0.7176810289716594,
578,0.12566053148961803,modul,0.37324813999989387,
579,0.12566053148961803,esti_uppb_epi,498.004,0.5
580,0.12566053148961803,esti_uppb_epi,396.015,0.6
581,0.12566053148961803,esti_uppb_epi,246.79333333333332,0.7
582,0.12566053148961803,esti_uppb_epi,134.87,0.8
583,0.12566053148961803,esti_uppb_epi,4.64,0.9
584,0.12566053148961803,n_moves,2576.0,
585,0.12566053148961803,ss_assort,0.7201295328158518,
586,0.12566053148961803,modul,0.37879917999987445,
587,0.12566053148961803,esti_uppb_epi,494.024,0.5
588,0.12566053148961803,esti_uppb_epi,396.015,0.6
589,0.12566053148961803,esti_uppb_epi,268.92,0.7
590,0.12566053148961803,esti_uppb_epi,136.42,0.8
591,0.12566053148961803,esti_uppb_epi,3.4,0.9
592,0.12566053148961803,n_moves,2581.0,
593,0.12566053148961803,ss_assort,0.7697171550574258,
594,0.12566053148961803,modul,0.382812739999885,
595,0.12566053148961803,esti_uppb_epi,500.0,0.5
596,0.12566053148961803,esti_uppb_epi,388.105,0.6
597,0.12566053148961803,esti_uppb_epi,274.61333333333334,0.7
598,0.12566053148961803,esti_uppb_epi,112.92,0.8
599,0.12566053148961803,esti_uppb_epi,5.4,0.9
600,0.12566053148961803,n_moves,2562.0,
601,0.12566053148961803,ss_assort,0.7956825624638425,
602,0.12566053148961803,modul,0.3714009999998688,
603,0.12566053148961803,esti_uppb_epi,494.024,0.5
604,0.12566053148961803,esti_uppb_epi,388.105,0.6
605,0.12566053148961803,esti_uppb_epi,282.3,0.7
606,0.12566053148961803,esti_uppb_epi,96.12,0.8
607,0.12566053148961803,esti_uppb_epi,3.86,0.9
608,0.12566053148961803,n_moves,2524.0,
609,0.12566053148961803,ss_assort,0.8060899280048784,
610,0.12566053148961803,modul,0.3812567799998753,
611,0.12566053148961803,esti_uppb_epi,500.0,0.5
612,0.12566053148961803,esti_uppb_epi,390.075,0.6
613,0.12566053148961803,esti_uppb_epi,263.32,0.7
614,0.12566053148961803,esti_uppb_epi,148.2,0.8
615,0.12566053148961803,esti_uppb_epi,7.84,0.9
616,0.12566053148961803,n_moves,2518.0,
617,0.12566053148961803,ss_assort,0.7879001706175071,
618,0.12566053148961803,modul,0.3900687799998776,
619,0.12566053148961803,esti_uppb_epi,494.028,0.5
620,0.12566053148961803,esti_uppb_epi,394.03,0.6
621,0.12566053148961803,esti_uppb_epi,268.92,0.7
622,0.12566053148961803,esti_uppb_epi,105.94,0.8
623,0.12566053148961803,esti_uppb_epi,4.02,0.9
624,0.12566053148961803,n_moves,2491.0,
625,0.12566053148961803,ss_assort,0.7649560983387004,
626,0.12566053148961803,modul,0.39300609999987746,
627,0.12566053148961803,esti_uppb_epi,496.012,0.5
628,0.12566053148961803,esti_uppb_epi,394.03,0.6
629,0.12566053148961803,esti_uppb_epi,280.37333333333333,0.7
630,0.12566053148961803,esti_uppb_epi,97.32,0.8
631,0.12566053148961803,esti_uppb_epi,3.9,0.9
632,0.12566053148961803,n_moves,2511.0,
633,0.12566053148961803,ss_assort,0.7700227304311517,
634,0.12566053148961803,modul,0.38145689999986426,
635,0.12566053148961803,esti_uppb_epi,498.004,0.5
636,0.12566053148961803,esti_uppb_epi,392.05,0.6
637,0.12566053148961803,esti_uppb_epi,276.52,0.7
638,0.12566053148961803,esti_uppb_epi,56.57,0.8
639,0.12566053148961803,esti_uppb_epi,4.08,0.9
640,0.250659661183863,n_moves,2354.0,
641,0.250659661183863,ss_assort,0.6338890029352275,
642,0.250659661183863,modul,0.41842313999987885,
643,0.250659661183863,esti_uppb_epi,500.0,0.5
644,0.250659661183863,esti_uppb_epi,378.34,0.6
645,0.250659661183863,esti_uppb_epi,246.86666666666667,0.7
646,0.250659661183863,esti_uppb_epi,125.38,0.8
647,0.250659661183863,esti_uppb_epi,6.7,0.9
648,0.250659661183863,n_moves,2371.0,
649,0.250659661183863,ss_assort,0.5991991171423188,
650,0.250659661183863,modul,0.42102023999986127,
651,0.250659661183863,esti_uppb_epi,494.028,0.5
652,0.250659661183863,esti_uppb_epi,382.23,0.6
653,0.250659661183863,esti_uppb_epi,272.7,0.7
654,0.250659661183863,esti_uppb_epi,125.31,0.8
655,0.250659661183863,esti_uppb_epi,4.02,0.9
656,0.250659661183863,n_moves,2337.0,
657,0.250659661183863,ss_assort,0.6284496551236428,
658,0.250659661183863,modul,0.4111599199998741,
659,0.250659661183863,esti_uppb_epi,500.0,0.5
660,0.250659661183863,esti_uppb_epi,388.11,0.6
661,0.250659661183863,esti_uppb_epi,278.44,0.7
662,0.250659661183863,esti_uppb_epi,115.01,0.8
663,0.250659661183863,esti_uppb_epi,2.92,0.9
664,0.250659661183863,n_moves,2289.0,
665,0.250659661183863,ss_assort,0.6588034895940057,
666,0.250659661183863,modul,0.43035761999988076,
667,0.250659661183863,esti_uppb_epi,496.012,0.5
668,0.250659661183863,esti_uppb_epi,394.035,0.6
669,0.250659661183863,esti_uppb_epi,268.97333333333336,0.7
670,0.250659661183863,esti_uppb_epi,93.94,0.8
671,0.250659661183863,esti_uppb_epi,9.3,0.9
672,0.250659661183863,n_moves,2322.0,
673,0.250659661183863,ss_assort,0.6818660789380259,
674,0.250659661183863,modul,0.41030953999985825,
675,0.250659661183863,esti_uppb_epi,498.004,0.5
676,0.250659661183863,esti_uppb_epi,392.05,0.6
677,0.250659661183863,esti_uppb_epi,270.82666666666665,0.7
678,0.250659661183863,esti_uppb_epi,119.05,0.8
679,0.250659661183863,esti_uppb_epi,6.16,0.9
680,0.250659661183863,n_moves,2271.0,
681,0.250659661183863,ss_assort,0.6759616526105341,
682,0.250659661183863,modul,0.43100949999989646,
683,0.250659661183863,esti_uppb_epi,498.004,0.5
684,0.250659661183863,esti_uppb_epi,390.075,0.6
685,0.250659661183863,esti_uppb_epi,274.62666666666667,0.7
686,0.250659661183863,esti_uppb_epi,97.57,0.8
687,0.250659661183863,esti_uppb_epi,6.48,0.9
688,0.250659661183863,n_moves,2393.0,
689,0.250659661183863,ss_assort,0.6612355872385203,
690,0.250659661183863,modul,0.40219041999986216,
691,0.250659661183863,esti_uppb_epi,494.024,0.5
692,0.250659661183863,esti_uppb_epi,394.03,0.6
693,0.250659661183863,esti_uppb_epi,259.55333333333334,0.7
694,0.250659661183863,esti_uppb_epi,128.35,0.8
695,0.250659661183863,esti_uppb_epi,3.66,0.9
696,0.250659661183863,n_moves,2311.0,
697,0.250659661183863,ss_assort,0.6128436298703638,
698,0.250659661183863,modul,0.4256980199998967,
699,0.250659661183863,esti_uppb_epi,500.0,0.5
700,0.250659661183863,esti_uppb_epi,392.05,0.6
701,0.250659661183863,esti_uppb_epi,270.8066666666667,0.7
702,0.250659661183863,esti_uppb_epi,117.48,0.8
703,0.250659661183863,esti_uppb_epi,3.64,0.9
704,0.250659661183863,n_moves,2358.0,
705,0.250659661183863,ss_assort,0.6203071766073317,
706,0.250659661183863,modul,0.4094478799998662,
707,0.250659661183863,esti_uppb_epi,500.0,0.5
708,0.250659661183863,esti_uppb_epi,386.14,0.6
709,0.250659661183863,esti_uppb_epi,272.7266666666667,0.7
710,0.250659661183863,esti_uppb_epi,117.56,0.8
711,0.250659661183863,esti_uppb_epi,3.3,0.9
712,0.250659661183863,n_moves,2301.0,
713,0.250659661183863,ss_assort,0.5637175176853622,
714,0.250659661183863,modul,0.42615477999987583,
715,0.250659661183863,esti_uppb_epi,496.012,0.5
716,0.250659661183863,esti_uppb_epi,388.105,0.6
717,0.250659661183863,esti_uppb_epi,274.61333333333334,0.7
718,0.250659661183863,esti_uppb_epi,128.26,0.8
719,0.250659661183863,esti_uppb_epi,7.84,0.9
720,0.5,n_moves,0.0,
721,0.5,ss_assort,-0.002739171585515743,
722,0.5,modul,0.6414573799961513,
723,0.5,esti_uppb_epi,245.928,0.5
724,0.5,esti_uppb_epi,118.34,0.6
725,0.5,esti_uppb_epi,15.493333333333334,0.7
726,0.5,esti_uppb_epi,5.09,0.8
727,0.5,esti_uppb_epi,2.4,0.9
728,0.5,n_moves,0.0,
729,0.5,ss_assort,-0.010523191018666627,
730,0.5,modul,0.6563914999958432,
731,0.5,esti_uppb_epi,226.788,0.5
732,0.5,esti_uppb_epi,53.155,0.6
733,0.5,esti_uppb_epi,11.26,0.7
734,0.5,esti_uppb_epi,4.39,0.8
735,0.5,esti_uppb_epi,2.98,0.9
736,0.5,n_moves,0.0,
737,0.5,ss_assort,0.010288169060729,
738,0.5,modul,0.6467912199960418,
739,0.5,esti_uppb_epi,300.536,0.5
740,0.5,esti_uppb_epi,58.63,0.6
741,0.5,esti_uppb_epi,15.52,0.7
742,0.5,esti_uppb_epi,6.5,0.8
743,0.5,esti_uppb_epi,2.32,0.9
744,0.5,n_moves,0.0,
745,0.5,ss_assort,0.0263160400879022,
746,0.5,modul,0.7004874199968848,
747,0.5,esti_uppb_epi,363.524,0.5
748,0.5,esti_uppb_epi,156.37,0.6
749,0.5,esti_uppb_epi,17.833333333333332,0.7
750,0.5,esti_uppb_epi,4.79,0.8
751,0.5,esti_uppb_epi,2.42,0.9
752,0.5,n_moves,0.0,
753,0.5,ss_assort,0.01703798661481046,
754,0.5,modul,0.6504234999957302,
755,0.5,esti_uppb_epi,196.86,0.5
756,0.5,esti_uppb_epi,37.01,0.6
757,0.5,esti_uppb_epi,14.586666666666666,0.7
758,0.5,esti_uppb_epi,4.92,0.8
759,0.5,esti_uppb_epi,2.12,0.9
760,0.5,n_moves,0.0,
761,0.5,ss_assort,0.05660721148543916,
762,0.5,modul,0.6515864599957041,
763,0.5,esti_uppb_epi,370.36,0.5
764,0.5,esti_uppb_epi,61.72,0.6
765,0.5,esti_uppb_epi,12.24,0.7
766,0.5,esti_uppb_epi,6.93,0.8
767,0.5,esti_uppb_epi,2.0,0.9
768,0.5,n_moves,0.0,
769,0.5,ss_assort,0.0374539352798909,
770,0.5,modul,0.6527972199958237,
771,0.5,esti_uppb_epi,366.144,0.5
772,0.5,esti_uppb_epi,39.055,0.6
773,0.5,esti_uppb_epi,10.4,0.7
774,0.5,esti_uppb_epi,5.34,0.8
775,0.5,esti_uppb_epi,2.36,0.9
776,0.5,n_moves,0.0,
777,0.5,ss_assort,-0.03715454918116642,
778,0.5,modul,0.6996576599967619,
779,0.5,esti_uppb_epi,307.728,0.5
780,0.5,esti_uppb_epi,27.355,0.6
781,0.5,esti_uppb_epi,12.28,0.7
782,0.5,esti_uppb_epi,3.9,0.8
783,0.5,esti_uppb_epi,2.54,0.9
784,0.5,n_moves,0.0,
785,0.5,ss_assort,-0.007613136736203317,
786,0.5,modul,0.6489539399959148,
787,0.5,esti_uppb_epi,457.476,0.5
788,0.5,esti_uppb_epi,85.37,0.6
789,0.5,esti_uppb_epi,12.226666666666667,0.7
790,0.5,esti_uppb_epi,4.67,0.8
791,0.5,esti_uppb_epi,2.5,0.9
792,0.5,n_moves,0.0,
793,0.5,ss_assort,-0.08997049889452098,
794,0.5,modul,0.6827421399967417,
795,0.5,esti_uppb_epi,394.496,0.5
796,0.5,esti_uppb_epi,41.025,0.6
797,0.5,esti_uppb_epi,21.133333333333333,0.7
798,0.5,esti_uppb_epi,5.11,0.8
799,0.5,esti_uppb_epi,2.1,0.9
